id,name,diameter,weight,red,green,blue
4776,orange,10.64,184.24,157,97,2
4777,orange,10.64,184.3,148,69,13
4778,orange,10.65,184.31,154,72,8
4779,orange,10.65,184.31,161,82,5
4780,orange,10.65,184.43,167,83,7
4781,orange,10.65,184.45,147,65,10
4782,orange,10.65,184.5,144,91,7
4783,orange,10.66,184.5,135,88,2
4784,orange,10.66,184.54,179,85,9
4785,orange,10.67,184.55,143,90,10
4786,orange,10.67,184.56,164,74,5
4787,orange,10.67,184.58,170,75,12
4788,orange,10.67,184.66,166,88,19
4789,orange,10.67,184.69,148,103,2
4790,orange,10.67,184.7,162,80,2
4791,orange,10.67,184.71,166,100,2
4792,orange,10.67,184.74,172,70,2
4793,orange,10.67,184.83,151,73,2
4794,orange,10.7,184.84,151,82,9
4795,orange,10.7,184.86,147,84,2
4796,orange,10.7,184.87,144,94,11
4797,orange,10.71,184.91,170,77,2
4798,orange,10.71,185,173,89,9
4799,orange,10.71,185,167,86,14
4800,orange,10.73,185.03,141,84,2
4801,orange,10.74,185.04,177,86,13
4802,orange,10.74,185.08,148,67,8
4803,orange,10.74,185.13,145,76,2
4804,orange,10.74,185.16,173,94,4
4805,orange,10.74,185.18,167,96,15
4806,orange,10.74,185.29,148,78,13
4807,orange,10.74,185.37,159,70,2
4808,orange,10.75,185.44,167,80,10
4809,orange,10.76,185.45,161,89,18
4810,orange,10.76,185.45,135,65,17
4811,orange,10.76,185.45,148,68,2
4812,orange,10.76,185.48,154,89,34
4813,orange,10.77,185.48,147,89,20
4814,orange,10.77,185.7,156,74,2
4815,orange,10.77,185.72,164,87,5
4816,orange,10.77,185.79,155,81,2
4817,orange,10.77,185.83,148,90,7
4818,orange,10.78,185.83,165,91,2
4819,orange,10.78,185.98,149,86,21
4820,orange,10.78,186,163,76,2
4821,orange,10.78,186.03,142,69,10
4822,orange,10.78,186.09,147,72,5
4823,orange,10.79,186.12,169,93,9
4824,orange,10.79,186.16,140,71,5
4825,orange,10.79,186.17,161,87,2
4826,orange,10.79,186.19,152,81,3
4827,orange,10.8,186.25,145,63,2
4828,orange,10.8,186.3,166,91,21
4829,orange,10.8,186.35,154,76,2
4830,orange,10.82,186.36,149,67,2
4831,orange,10.82,186.41,151,82,3
4832,orange,10.83,186.53,162,84,3
4833,orange,10.83,186.62,157,94,5
4834,orange,10.83,186.63,154,78,10
4835,orange,10.83,186.64,147,66,3
4836,orange,10.83,186.77,165,90,13
4837,orange,10.84,186.8,167,96,2
4838,orange,10.84,187,160,71,2
4839,orange,10.85,187.01,170,75,6
4840,orange,10.86,187.04,156,67,2
4841,orange,10.86,187.05,153,82,6
4842,orange,10.87,187.1,148,67,8
4843,orange,10.87,187.12,177,104,6
4844,orange,10.87,187.24,152,90,21
4845,orange,10.87,187.25,167,77,15
4846,orange,10.87,187.27,157,102,2
4847,orange,10.88,187.39,149,73,2
4848,orange,10.88,187.44,131,82,2
4849,orange,10.88,187.47,168,83,6
4850,orange,10.88,187.57,150,77,2
4851,orange,10.89,187.6,159,79,2
4852,orange,10.89,187.6,161,81,2
4853,orange,10.89,187.66,138,92,2
4854,orange,10.9,187.67,161,72,2
4855,orange,10.9,187.69,155,88,5
4856,orange,10.9,187.89,174,80,2
4857,orange,10.9,187.91,155,79,5
4858,orange,10.9,187.94,162,97,2
4859,orange,10.9,187.99,139,61,17
4860,orange,10.9,188.03,177,75,17
4861,orange,10.91,188.03,141,95,2
4862,orange,10.91,188.07,144,97,11
4863,orange,10.91,188.09,153,81,4
4864,orange,10.91,188.17,161,58,4
4865,orange,10.91,188.2,145,73,11
4866,orange,10.91,188.32,146,65,2
4867,orange,10.91,188.39,167,73,8
4868,orange,10.91,188.4,155,82,2
4869,orange,10.92,188.4,153,76,2
4870,orange,10.93,188.43,150,83,29
4871,orange,10.94,188.44,150,86,7
4872,orange,10.94,188.44,149,90,2
4873,orange,10.94,188.47,146,71,8
4874,orange,10.95,188.5,172,85,5
4875,orange,10.95,188.51,171,97,2
4876,orange,10.96,188.59,152,78,2
4877,orange,10.96,188.71,152,83,2
4878,orange,10.97,188.73,153,84,2
4879,orange,10.97,188.85,150,94,27
4880,orange,10.98,188.91,154,78,2
4881,orange,10.98,188.98,157,81,8
4882,orange,10.98,188.99,165,106,10
4883,orange,10.98,189.06,163,77,2
4884,orange,10.99,189.22,165,88,4
4885,orange,10.99,189.38,136,89,16
4886,orange,11,189.61,162,92,4
4887,orange,11.02,189.63,141,71,2
4888,orange,11.04,189.65,172,70,13
4889,orange,11.04,189.79,151,94,6
4890,orange,11.04,189.84,160,96,15
4891,orange,11.04,190,153,94,2
4892,orange,11.05,190.12,171,63,10
4893,orange,11.05,190.22,145,85,22
4894,orange,11.05,190.25,149,89,21
4895,orange,11.06,190.31,147,91,14
4896,orange,11.06,190.33,177,71,2
4897,orange,11.07,190.33,132,78,6
4898,orange,11.07,190.42,159,86,7
4899,orange,11.08,190.53,157,90,2
4900,orange,11.09,190.55,166,54,3
4901,orange,11.09,190.67,176,90,2
4902,orange,11.09,190.68,160,63,13
4903,orange,11.1,190.76,160,76,5
4904,orange,11.11,190.78,165,70,2
4905,orange,11.12,190.92,152,81,2
4906,orange,11.12,191.01,132,77,2
4907,orange,11.12,191.09,162,90,6
4908,orange,11.13,191.09,154,86,2
4909,orange,11.15,191.23,144,73,8
4910,orange,11.16,191.24,145,58,21
4911,orange,11.16,191.28,153,82,2
4912,orange,11.16,191.58,149,81,2
4913,orange,11.17,191.67,160,58,5
4914,orange,11.17,191.7,165,73,2
4915,orange,11.17,191.75,181,70,10
4916,orange,11.2,191.8,168,80,12
4917,orange,11.2,191.8,153,49,17
4918,orange,11.21,191.82,158,78,2
4919,orange,11.21,191.9,186,80,2
4920,orange,11.21,191.94,179,94,5
4921,orange,11.21,191.97,158,86,13
4922,orange,11.22,191.98,160,79,2
4923,orange,11.23,191.98,176,78,20
4924,orange,11.23,192.05,167,70,12
4925,orange,11.24,192.06,156,78,7
4926,orange,11.24,192.11,163,84,2
4927,orange,11.25,192.16,143,87,5
4928,orange,11.25,192.23,159,75,13
4929,orange,11.26,192.32,168,83,11
4930,orange,11.29,192.34,153,81,6
4931,orange,11.29,192.4,140,86,2
4932,orange,11.3,192.47,169,88,2
4933,orange,11.3,192.49,160,90,2
4934,orange,11.3,192.59,169,90,4
4935,orange,11.31,192.64,146,85,9
4936,orange,11.31,192.69,163,91,2
4937,orange,11.32,193.08,157,77,12
4938,orange,11.32,193.1,170,81,2
4939,orange,11.33,193.16,148,89,2
4940,orange,11.33,193.22,170,73,2
4941,orange,11.34,193.51,155,78,16
4942,orange,11.34,193.66,164,89,14
4943,orange,11.35,194.18,152,79,8
4944,orange,11.36,194.2,160,100,12
4945,orange,11.36,194.59,141,91,22
4946,orange,11.37,194.64,142,86,3
4947,orange,11.38,194.66,180,94,2
4948,orange,11.39,194.67,161,96,2
4949,orange,11.39,194.81,147,80,2
4950,orange,11.39,194.89,144,85,2
4951,orange,11.4,194.93,168,92,2
4952,orange,11.41,194.96,153,73,2
4953,orange,11.41,195.09,153,80,2
4954,orange,11.42,195.28,163,84,4
4955,orange,11.43,195.33,155,76,9
4956,orange,11.44,195.45,146,75,11
4957,orange,11.45,195.47,169,96,11
4958,orange,11.46,195.65,160,96,2
4959,orange,11.49,195.78,157,80,3
4960,orange,11.49,195.88,138,76,18
4961,orange,11.5,195.9,152,68,17
4962,orange,11.51,196.15,143,78,15
4963,orange,11.53,196.54,148,60,2
4964,orange,11.53,196.77,163,87,2
4965,orange,11.53,196.84,165,78,18
4966,orange,11.53,197.13,156,81,2
4967,orange,11.55,197.25,160,87,2
4968,orange,11.58,197.58,171,81,2
4969,orange,11.58,197.68,160,81,7
4970,orange,11.58,198.36,159,80,13
4971,orange,11.6,198.64,168,97,10
4972,orange,11.62,198.67,144,91,24
4973,orange,11.64,198.84,165,73,2
4974,orange,11.64,199.06,151,65,3
4975,orange,11.65,199.53,150,79,4
4976,orange,11.65,199.55,163,90,2
4977,orange,11.67,200.11,144,82,8
4978,orange,11.69,200.24,177,100,2
4979,orange,11.69,200.38,159,86,9
4980,orange,11.75,200.66,142,74,4
4981,orange,11.77,200.94,140,90,6
4982,orange,11.77,201.27,169,103,2
4983,orange,11.78,202.41,152,69,19
4984,orange,11.8,203.12,153,70,2
4985,orange,11.8,203.94,159,76,11
4986,orange,11.81,205.3,166,65,2
4987,orange,11.85,205.44,160,91,5
4988,orange,11.9,205.54,172,71,17
4989,orange,11.93,206.66,159,71,17
4990,orange,11.97,206.75,139,89,8
4991,orange,12.01,206.84,140,97,2
4992,orange,12.04,207.91,164,74,2
4993,orange,12.21,208.93,169,85,18
4994,orange,12.21,212.23,152,85,2
4995,orange,12.22,212.77,143,83,2
4996,orange,12.22,217,170,89,3
4997,orange,12.28,217.04,167,76,16
4998,orange,12.55,218.07,143,77,4
4999,orange,12.75,230.13,159,87,5
5000,orange,12.87,231.09,158,86,17
5001,grapefruit,7.63,126.79,150,74,24
5002,grapefruit,7.69,133.98,150,43,15
5003,grapefruit,7.72,135.56,150,54,21
5004,grapefruit,7.77,135.62,150,75,15
5005,grapefruit,7.84,136.63,149,77,20
5006,grapefruit,7.94,137.66,144,81,26
5007,grapefruit,8.05,138.87,134,85,26
5008,grapefruit,8.11,139.26,148,59,22
5009,grapefruit,8.18,140.2,142,81,7
5010,grapefruit,8.19,140.91,143,65,30
5011,grapefruit,8.19,142.93,149,63,16
5012,grapefruit,8.21,144.85,157,83,21
5013,grapefruit,8.24,145.52,142,84,10
5014,grapefruit,8.24,146.47,149,83,19
5015,grapefruit,8.29,146.51,168,86,42
5016,grapefruit,8.3,146.61,158,71,16
5017,grapefruit,8.36,146.71,133,74,21
5018,grapefruit,8.36,146.81,154,80,12
5019,grapefruit,8.37,146.85,137,71,18
5020,grapefruit,8.37,147.07,156,67,22
5021,grapefruit,8.45,147.43,141,54,2
5022,grapefruit,8.47,147.62,148,88,23
5023,grapefruit,8.5,147.72,157,80,33
5024,grapefruit,8.5,147.78,147,68,12
5025,grapefruit,8.51,148.03,148,91,28
5026,grapefruit,8.51,148.26,162,75,5
5027,grapefruit,8.53,148.35,171,72,6
5028,grapefruit,8.54,148.96,153,87,11
5029,grapefruit,8.59,149.2,146,82,40
5030,grapefruit,8.59,149.33,142,58,11
5031,grapefruit,8.61,149.39,137,70,18
5032,grapefruit,8.64,149.42,145,67,31
5033,grapefruit,8.65,149.83,158,70,36
5034,grapefruit,8.66,150.01,153,74,17
5035,grapefruit,8.66,150.03,143,62,19
5036,grapefruit,8.67,150.17,162,62,24
5037,grapefruit,8.67,150.38,152,63,6
5038,grapefruit,8.68,150.6,153,78,32
5039,grapefruit,8.68,150.63,168,70,13
5040,grapefruit,8.69,150.69,154,83,36
5041,grapefruit,8.69,150.75,147,58,10
5042,grapefruit,8.71,151.09,131,80,24
5043,grapefruit,8.73,151.11,151,81,3
5044,grapefruit,8.74,151.13,148,74,22
5045,grapefruit,8.74,151.22,152,85,12
5046,grapefruit,8.75,151.29,154,53,41
5047,grapefruit,8.76,151.65,146,78,13
5048,grapefruit,8.76,152.22,143,69,13
5049,grapefruit,8.78,152.42,153,71,10
5050,grapefruit,8.79,152.53,150,72,24
5051,grapefruit,8.79,152.59,158,53,11
5052,grapefruit,8.8,152.79,154,74,23
5053,grapefruit,8.8,152.82,138,51,14
5054,grapefruit,8.8,152.88,147,73,5
5055,grapefruit,8.81,153.01,154,59,6
5056,grapefruit,8.81,153.11,139,64,4
5057,grapefruit,8.81,153.13,157,72,12
5058,grapefruit,8.81,153.14,144,69,22
5059,grapefruit,8.82,153.42,151,69,11
5060,grapefruit,8.84,153.52,145,73,21
5061,grapefruit,8.84,153.89,139,78,11
5062,grapefruit,8.84,154.05,151,67,29
5063,grapefruit,8.85,154.07,151,70,32
5064,grapefruit,8.85,154.17,136,58,6
5065,grapefruit,8.86,154.23,166,48,5
5066,grapefruit,8.86,154.26,161,53,13
5067,grapefruit,8.86,154.28,159,67,18
5068,grapefruit,8.88,154.31,155,75,20
5069,grapefruit,8.88,154.33,132,61,15
5070,grapefruit,8.89,154.44,180,72,17
5071,grapefruit,8.9,154.45,150,67,2
5072,grapefruit,8.9,154.81,155,55,18
5073,grapefruit,8.9,154.88,151,68,7
5074,grapefruit,8.91,155.15,147,70,17
5075,grapefruit,8.92,155.25,143,87,2
5076,grapefruit,8.92,155.27,149,77,24
5077,grapefruit,8.92,155.49,149,68,9
5078,grapefruit,8.93,155.53,150,41,18
5079,grapefruit,8.93,155.54,154,66,15
5080,grapefruit,8.95,155.62,157,80,19
5081,grapefruit,8.96,155.65,155,67,3
5082,grapefruit,8.96,155.67,152,71,11
5083,grapefruit,8.96,155.69,146,64,8
5084,grapefruit,8.97,155.84,146,75,7
5085,grapefruit,9,156.08,143,59,11
5086,grapefruit,9.01,156.09,150,78,2
5087,grapefruit,9.02,156.16,145,75,17
5088,grapefruit,9.02,156.18,148,69,11
5089,grapefruit,9.02,156.29,139,70,15
5090,grapefruit,9.03,156.29,128,70,21
5091,grapefruit,9.03,156.43,150,61,25
5092,grapefruit,9.03,156.5,153,89,16
5093,grapefruit,9.03,156.87,153,78,24
5094,grapefruit,9.03,156.92,152,68,15
5095,grapefruit,9.05,157.2,157,50,11
5096,grapefruit,9.05,157.21,172,75,30
5097,grapefruit,9.06,157.26,144,67,10
5098,grapefruit,9.06,157.31,148,41,11
5099,grapefruit,9.06,157.49,146,68,4
5100,grapefruit,9.06,157.55,154,67,4
5101,grapefruit,9.06,157.57,149,74,21
5102,grapefruit,9.06,157.66,145,70,19
5103,grapefruit,9.07,157.71,156,80,26
5104,grapefruit,9.07,157.72,162,71,5
5105,grapefruit,9.07,157.74,166,77,10
5106,grapefruit,9.07,157.75,151,82,4
5107,grapefruit,9.08,157.78,164,85,9
5108,grapefruit,9.08,158,147,74,21
5109,grapefruit,9.08,158.05,160,90,17
5110,grapefruit,9.09,158.2,139,75,6
5111,grapefruit,9.09,158.28,146,70,2
5112,grapefruit,9.09,158.28,146,79,2
5113,grapefruit,9.09,158.33,156,75,25
5114,grapefruit,9.09,158.42,161,58,14
5115,grapefruit,9.1,158.51,149,82,31
5116,grapefruit,9.1,158.52,143,71,23
5117,grapefruit,9.1,158.54,142,55,27
5118,grapefruit,9.1,158.57,149,67,13
5119,grapefruit,9.1,158.59,159,56,6
5120,grapefruit,9.11,158.64,153,59,24
5121,grapefruit,9.11,158.73,148,74,24
5122,grapefruit,9.11,158.8,144,71,20
5123,grapefruit,9.11,159.05,162,71,23
5124,grapefruit,9.11,159.16,145,79,22
5125,grapefruit,9.12,159.18,161,55,21
5126,grapefruit,9.12,159.34,145,67,15
5127,grapefruit,9.12,159.37,159,62,2
5128,grapefruit,9.12,159.39,146,50,41
5129,grapefruit,9.12,159.41,148,71,18
5130,grapefruit,9.13,159.44,141,69,13
5131,grapefruit,9.13,159.48,153,88,5
5132,grapefruit,9.13,159.54,144,65,18
5133,grapefruit,9.13,159.56,153,80,11
5134,grapefruit,9.13,159.61,143,75,40
5135,grapefruit,9.13,159.71,143,80,13
5136,grapefruit,9.14,159.9,150,63,17
5137,grapefruit,9.15,159.98,153,59,23
5138,grapefruit,9.15,160.07,148,53,10
5139,grapefruit,9.15,160.12,155,71,12
5140,grapefruit,9.15,160.13,155,72,17
5141,grapefruit,9.16,160.14,167,81,4
5142,grapefruit,9.17,160.17,146,70,2
5143,grapefruit,9.17,160.19,173,84,8
5144,grapefruit,9.17,160.36,131,75,19
5145,grapefruit,9.17,160.44,157,80,13
5146,grapefruit,9.18,160.55,165,67,10
5147,grapefruit,9.18,160.58,163,76,21
5148,grapefruit,9.18,160.67,137,69,2
5149,grapefruit,9.18,160.7,158,74,21
5150,grapefruit,9.19,160.73,141,81,17
5151,grapefruit,9.19,160.76,157,67,34
5152,grapefruit,9.19,160.8,144,58,22
5153,grapefruit,9.19,160.84,133,58,27
5154,grapefruit,9.2,160.84,163,73,15
5155,grapefruit,9.2,160.87,157,63,21
5156,grapefruit,9.2,160.93,138,73,8
5157,grapefruit,9.2,161.01,163,61,12
5158,grapefruit,9.22,161.03,158,68,15
5159,grapefruit,9.23,161.04,160,79,22
5160,grapefruit,9.23,161.08,152,73,5
5161,grapefruit,9.23,161.11,159,69,6
5162,grapefruit,9.23,161.11,138,82,14
5163,grapefruit,9.23,161.15,151,55,21
5164,grapefruit,9.23,161.19,143,68,19
5165,grapefruit,9.24,161.35,150,70,20
5166,grapefruit,9.24,161.38,167,61,3
5167,grapefruit,9.25,161.43,151,64,2
5168,grapefruit,9.25,161.44,130,79,11
5169,grapefruit,9.26,161.5,143,73,29
5170,grapefruit,9.26,161.59,157,84,22
5171,grapefruit,9.26,161.65,149,78,19
5172,grapefruit,9.26,161.66,139,73,8
5173,grapefruit,9.26,161.7,132,62,26
5174,grapefruit,9.27,161.72,159,65,13
5175,grapefruit,9.27,161.83,152,65,33
5176,grapefruit,9.27,161.87,146,58,16
5177,grapefruit,9.28,161.93,149,69,29
5178,grapefruit,9.28,161.95,141,65,8
5179,grapefruit,9.28,161.97,142,60,36
5180,grapefruit,9.28,162,144,75,15
5181,grapefruit,9.29,162.03,157,80,22
5182,grapefruit,9.29,162.06,162,69,13
5183,grapefruit,9.29,162.09,164,73,2
5184,grapefruit,9.29,162.17,152,66,2
5185,grapefruit,9.3,162.21,132,74,29
5186,grapefruit,9.3,162.21,144,68,4
5187,grapefruit,9.3,162.24,136,51,19
5188,grapefruit,9.3,162.27,137,61,24
5189,grapefruit,9.3,162.33,154,77,21
5190,grapefruit,9.31,162.5,167,79,22
5191,grapefruit,9.31,162.56,150,78,14
5192,grapefruit,9.32,162.56,159,69,28
5193,grapefruit,9.32,162.57,144,83,16
5194,grapefruit,9.32,162.83,159,63,2
5195,grapefruit,9.32,162.92,161,58,35
5196,grapefruit,9.32,162.93,138,58,17
5197,grapefruit,9.32,162.95,155,76,2
5198,grapefruit,9.32,162.95,170,95,3
5199,grapefruit,9.32,162.96,147,87,11
5200,grapefruit,9.33,163.07,146,57,7
5201,grapefruit,9.33,163.13,155,75,16
5202,grapefruit,9.33,163.13,153,68,26
5203,grapefruit,9.34,163.22,163,85,24
5204,grapefruit,9.34,163.27,153,80,14
5205,grapefruit,9.34,163.3,151,56,14
5206,grapefruit,9.34,163.38,156,42,2
5207,grapefruit,9.35,163.39,149,83,2
5208,grapefruit,9.35,163.47,148,80,17
5209,grapefruit,9.35,163.5,146,88,32
5210,grapefruit,9.35,163.57,138,90,12
5211,grapefruit,9.36,163.58,152,70,27
5212,grapefruit,9.37,163.6,139,69,2
5213,grapefruit,9.37,163.73,163,68,15
5214,grapefruit,9.37,163.8,149,61,26
5215,grapefruit,9.38,163.83,143,66,18
5216,grapefruit,9.38,163.86,152,69,34
5217,grapefruit,9.38,163.94,128,73,17
5218,grapefruit,9.38,163.96,167,84,8
5219,grapefruit,9.38,163.99,160,72,14
5220,grapefruit,9.38,164.17,148,89,10
5221,grapefruit,9.38,164.18,155,76,8
5222,grapefruit,9.39,164.2,163,61,18
5223,grapefruit,9.39,164.24,138,97,14
5224,grapefruit,9.4,164.32,143,84,27
5225,grapefruit,9.4,164.36,153,71,16
5226,grapefruit,9.4,164.39,136,65,37
5227,grapefruit,9.41,164.49,149,65,36
5228,grapefruit,9.42,164.57,149,77,3
5229,grapefruit,9.42,164.63,167,78,34
5230,grapefruit,9.43,164.67,137,68,20
5231,grapefruit,9.43,164.71,165,71,15
5232,grapefruit,9.43,164.74,153,64,29
5233,grapefruit,9.44,164.81,154,76,2
5234,grapefruit,9.44,164.88,163,56,16
5235,grapefruit,9.44,164.91,135,58,14
5236,grapefruit,9.44,164.99,145,90,22
5237,grapefruit,9.45,165.05,149,74,15
5238,grapefruit,9.45,165.06,154,66,21
5239,grapefruit,9.45,165.1,139,78,16
5240,grapefruit,9.45,165.13,155,49,11
5241,grapefruit,9.45,165.18,140,86,15
5242,grapefruit,9.46,165.19,138,85,26
5243,grapefruit,9.46,165.24,146,86,34
5244,grapefruit,9.46,165.26,171,71,3
5245,grapefruit,9.46,165.26,154,74,23
5246,grapefruit,9.46,165.32,144,63,8
5247,grapefruit,9.47,165.37,141,83,17
5248,grapefruit,9.48,165.38,150,61,21
5249,grapefruit,9.48,165.4,164,48,17
5250,grapefruit,9.48,165.44,151,72,10
5251,grapefruit,9.49,165.52,135,71,7
5252,grapefruit,9.49,165.52,164,60,15
5253,grapefruit,9.49,165.52,144,74,2
5254,grapefruit,9.49,165.52,146,66,15
5255,grapefruit,9.5,165.55,137,62,5
5256,grapefruit,9.5,165.64,148,66,18
5257,grapefruit,9.5,165.7,153,85,7
5258,grapefruit,9.5,165.74,153,67,10
5259,grapefruit,9.5,165.77,161,59,2
5260,grapefruit,9.51,165.77,141,77,9
5261,grapefruit,9.51,165.83,159,57,2
5262,grapefruit,9.51,165.89,141,68,11
5263,grapefruit,9.51,165.9,132,75,16
5264,grapefruit,9.51,165.94,146,57,7
5265,grapefruit,9.52,165.95,141,87,13
5266,grapefruit,9.52,165.97,156,61,23
5267,grapefruit,9.52,166.15,133,54,6
5268,grapefruit,9.52,166.17,155,53,8
5269,grapefruit,9.53,166.17,164,81,36
5270,grapefruit,9.53,166.2,153,60,8
5271,grapefruit,9.53,166.22,136,69,22
5272,grapefruit,9.53,166.29,138,70,23
5273,grapefruit,9.53,166.32,140,70,13
5274,grapefruit,9.53,166.38,155,72,31
5275,grapefruit,9.54,166.44,126,69,19
5276,grapefruit,9.54,166.55,152,61,23
5277,grapefruit,9.54,166.58,154,70,2
5278,grapefruit,9.54,166.59,163,66,24
5279,grapefruit,9.55,166.63,151,74,21
5280,grapefruit,9.55,166.64,147,82,5
5281,grapefruit,9.55,166.65,156,73,18
5282,grapefruit,9.55,166.7,146,45,16
5283,grapefruit,9.55,166.73,153,86,21
5284,grapefruit,9.56,166.77,155,63,25
5285,grapefruit,9.56,166.78,164,72,27
5286,grapefruit,9.56,166.84,152,74,12
5287,grapefruit,9.56,166.87,133,72,4
5288,grapefruit,9.56,166.9,166,77,5
5289,grapefruit,9.56,166.92,149,69,38
5290,grapefruit,9.56,166.94,144,81,4
5291,grapefruit,9.56,166.97,139,55,15
5292,grapefruit,9.56,167.2,153,49,23
5293,grapefruit,9.57,167.2,151,61,12
5294,grapefruit,9.57,167.22,159,80,16
5295,grapefruit,9.58,167.24,162,63,30
5296,grapefruit,9.58,167.25,153,76,13
5297,grapefruit,9.58,167.38,157,85,4
5298,grapefruit,9.58,167.4,145,77,2
5299,grapefruit,9.58,167.4,160,68,12
5300,grapefruit,9.59,167.42,135,55,23
5301,grapefruit,9.59,167.44,133,73,24
5302,grapefruit,9.59,167.44,143,72,28
5303,grapefruit,9.59,167.46,148,80,17
5304,grapefruit,9.59,167.5,144,74,2
5305,grapefruit,9.6,167.53,163,77,2
5306,grapefruit,9.6,167.56,150,66,20
5307,grapefruit,9.6,167.57,158,58,5
5308,grapefruit,9.6,167.59,163,101,2
5309,grapefruit,9.6,167.59,163,73,8
5310,grapefruit,9.61,167.64,157,78,4
5311,grapefruit,9.61,167.65,152,60,27
5312,grapefruit,9.61,167.68,142,77,33
5313,grapefruit,9.61,167.7,135,74,23
5314,grapefruit,9.62,167.78,150,53,12
5315,grapefruit,9.62,167.8,143,74,31
5316,grapefruit,9.62,167.82,151,54,23
5317,grapefruit,9.62,167.83,121,65,31
5318,grapefruit,9.62,167.83,161,65,9
5319,grapefruit,9.62,167.9,148,61,15
5320,grapefruit,9.62,167.92,165,78,8
5321,grapefruit,9.62,167.95,155,78,31
5322,grapefruit,9.62,167.96,153,77,25
5323,grapefruit,9.62,167.97,158,74,15
5324,grapefruit,9.63,167.98,157,61,28
5325,grapefruit,9.63,168.01,157,68,2
5326,grapefruit,9.63,168.01,139,57,3
5327,grapefruit,9.63,168.04,152,74,16
5328,grapefruit,9.63,168.05,149,61,24
5329,grapefruit,9.63,168.17,154,80,5
5330,grapefruit,9.63,168.17,140,61,7
5331,grapefruit,9.63,168.23,155,68,18
5332,grapefruit,9.63,168.23,158,65,2
5333,grapefruit,9.64,168.25,142,83,16
5334,grapefruit,9.64,168.27,159,74,7
5335,grapefruit,9.64,168.31,152,61,6
5336,grapefruit,9.64,168.34,155,62,20
5337,grapefruit,9.64,168.34,150,62,14
5338,grapefruit,9.64,168.39,156,64,21
5339,grapefruit,9.64,168.41,140,71,12
5340,grapefruit,9.64,168.41,162,73,17
5341,grapefruit,9.64,168.44,152,56,17
5342,grapefruit,9.64,168.45,170,73,2
5343,grapefruit,9.64,168.52,160,69,33
5344,grapefruit,9.65,168.52,165,63,2
5345,grapefruit,9.65,168.55,162,67,7
5346,grapefruit,9.65,168.58,157,62,5
5347,grapefruit,9.65,168.65,156,64,2
5348,grapefruit,9.65,168.71,166,66,4
5349,grapefruit,9.65,168.74,147,66,12
5350,grapefruit,9.66,168.78,142,77,13
5351,grapefruit,9.66,168.8,162,62,2
5352,grapefruit,9.66,168.84,148,82,22
5353,grapefruit,9.66,168.9,157,70,5
5354,grapefruit,9.66,168.98,149,75,2
5355,grapefruit,9.66,169.03,153,76,21
5356,grapefruit,9.66,169.09,137,84,22
5357,grapefruit,9.66,169.09,148,69,18
5358,grapefruit,9.66,169.1,146,58,2
5359,grapefruit,9.66,169.15,160,70,7
5360,grapefruit,9.66,169.16,153,69,22
5361,grapefruit,9.67,169.17,146,67,18
5362,grapefruit,9.67,169.21,153,70,22
5363,grapefruit,9.67,169.23,165,59,27
5364,grapefruit,9.67,169.31,164,78,23
5365,grapefruit,9.67,169.32,151,66,25
5366,grapefruit,9.67,169.32,168,62,14
5367,grapefruit,9.67,169.32,150,68,30
5368,grapefruit,9.68,169.34,154,60,8
5369,grapefruit,9.68,169.37,152,57,2
5370,grapefruit,9.68,169.38,132,60,18
5371,grapefruit,9.68,169.39,151,68,32
5372,grapefruit,9.69,169.4,160,72,4
5373,grapefruit,9.69,169.41,149,63,23
5374,grapefruit,9.69,169.42,118,67,22
5375,grapefruit,9.69,169.43,151,87,3
5376,grapefruit,9.69,169.54,155,70,15
5377,grapefruit,9.69,169.55,154,85,7
5378,grapefruit,9.69,169.58,155,64,18
5379,grapefruit,9.69,169.59,170,65,12
5380,grapefruit,9.7,169.65,159,71,16
5381,grapefruit,9.7,169.65,152,75,8
5382,grapefruit,9.7,169.65,130,55,25
5383,grapefruit,9.7,169.66,148,65,2
5384,grapefruit,9.7,169.67,158,72,2
5385,grapefruit,9.7,169.72,167,61,26
5386,grapefruit,9.7,169.77,160,81,30
5387,grapefruit,9.71,169.79,171,55,4
5388,grapefruit,9.71,169.8,151,56,15
5389,grapefruit,9.71,169.83,151,64,16
5390,grapefruit,9.71,169.85,144,65,20
5391,grapefruit,9.72,169.85,150,67,10
5392,grapefruit,9.72,169.92,154,75,2
5393,grapefruit,9.72,169.95,137,76,10
5394,grapefruit,9.72,169.99,146,60,6
5395,grapefruit,9.72,170.15,148,69,15
5396,grapefruit,9.72,170.16,173,80,20
5397,grapefruit,9.72,170.2,139,62,24
5398,grapefruit,9.72,170.26,153,73,2
5399,grapefruit,9.72,170.32,144,69,12
5400,grapefruit,9.72,170.32,162,92,18
5401,grapefruit,9.72,170.34,158,73,9
5402,grapefruit,9.73,170.37,158,49,20
5403,grapefruit,9.73,170.41,120,68,6
5404,grapefruit,9.73,170.42,148,78,14
5405,grapefruit,9.73,170.47,137,67,13
5406,grapefruit,9.73,170.48,133,94,29
5407,grapefruit,9.74,170.5,156,76,22
5408,grapefruit,9.74,170.5,168,74,26
5409,grapefruit,9.74,170.54,138,70,19
5410,grapefruit,9.74,170.57,167,72,25
5411,grapefruit,9.75,170.58,143,78,11
5412,grapefruit,9.75,170.58,133,80,18
5413,grapefruit,9.75,170.58,158,77,4
